Client Name,Client ABN,Date Published,Parent Organisation,Org ABN,is_energy
RZ Resources Ltd,23160863892,04/04/2025,PremierNational Pty Ltd,71619450841,No
RZ Resources Ltd,23160863892,04/04/2025,Premier State Consulting Pty Ltd,26149964189,No
S.C. Johnson & Son Pty Ltd,71 000 021 009,17/07/2025,Crestview Strategy Pty Ltd,66675929343,No
S36,19677664541,08/07/2024,Perdition Road Pty Limited,16641888495,No
SAAB,,08/10/2019,TG Public Affairs Pty Ltd,23630677673,No
Safe Places for Children (QLD) Limited,33 652 937 712,07/02/2023,SAS Consulting Group Pty Ltd,33136520548,No
SAFE STEPS FAMILY VIOLENCE RESPONSE CENTRE INC,86 138 521 643,23/01/2025,York Park Group Pty Ltd,49642775577,No
Safety Australia Group Pty Ltd,22 133 366 300,01/02/2024,Regs and Corporate Advisory Pty. Ltd.,14641055272,No
SafetySuite Pty Ltd,33093606770,22/10/2024,Hawker Britton Group Pty Ltd,79109681405,No
Saffrine Duggan,,13/02/2023,Sapphire Executive Business Services,17 661 600 504,No
Sage Group Holdings Ltd,58093581330,04/05/2023,Making The World A Better Place Pty Ltd,13075789196,No
SALCEF S.P.A.,53616479593,29/10/2024,SANLAAN PTY LTD,21131482230,No
Salesforce,91 109 182 989,19/01/2021,DPG Advisory Solutions,14634403115,No
SALUDA MEDICAL PTY LIMITED,14 145 902 272,04/04/2024,Nexus APAC Pty Ltd,76615655699,No
Samsung Electronics Australia Pty Ltd,63002915648,08/09/2022,Cornerstone Group Australia Pty Ltd,99153936719,No
Sandfire Resources,55 105 154 185,12/07/2024,CGM Communications Pty Ltd,66619642858,No
Sandhurst Retail and Logistics,24 622 437 030,29/03/2023,RedBridge Group Pty Ltd,11650587867,No
Sandoz Australia,60 075 449 553,03/12/2024,Delta Advisory Pty Limited,70 667 068 760,No
Sandy Creek Golf Club Estate Pty Ltd,95 645 193 111,08/10/2024,GRA Partners Pty Ltd,56131702755,No
Sanitarium Health & Wellbeing Group,,22/05/2020,Jannette Cotterell,51364113263,No
Saronic Technologies Inc,,30/08/2024,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
Save Our Arts,,01/02/2022,First Tier Media Pty Ltd,92268817994,No
Save Woogaroo Forest Group Inc,86 248 330 120,30/06/2025,Hawkshaw Pty Ltd,96648425085,No
SBG Systems SAS,,22/01/2018,Seismic Asia Pacific Pty Ltd,31083755104,No
SBM Rose Pty Ltd,32 617 104 015,06/07/2023,A D Evers-Buckland,72963316425,No
SCARLET ALLIANCE-AUSTRALIAN SEX WORKERS ASSOCIATION INCORPORATED,86 612 112 065,15/07/2025,JO SCARD PTY LTD,29145634224,No
Scentre Group Limited,66 001 671 496,15/04/2024,GRACosway Pty Ltd,50082123822,No
Schlam Payload Industries Pty Ltd,74145218944,11/07/2025,Purple Communications Australia Pty Ltd,37108802366,No
Schools Plus,,13/02/2024,Jannette Cotterell,51364113263,No
Screems Energy Inc,,28/01/2025,Strategic Policy Advice Victoria Pty Ltd,79631133474,Yes
Screencraft Media Pty Ltd,20128397464,01/09/2020,The Trustee for Upper Limit Trust,45833435179,No
Screenrights,76 003 912 310,30/10/2023,The Shape Agency,67618969332,No
SCRgroup,80616529643,04/07/2022,Media and Public Affairs Australia,49622979177,No
Sea Forest,46 631 662 283,21/06/2023,DPG Advisory Solutions,14634403115,No
SEA Gas,73 096 437 900,21/06/2024,Spring Street Advisory Pty Ltd,92603411650,Yes
Seaborne International,,09/01/2024,GovTech Australia Pty Ltd,51673743890,No
Seafloor Systems Inc.,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,No
Sealed Air,73 162 250 740,16/11/2023,TG Public Affairs Pty Ltd,23630677673,No
Seamap Pte Ltd,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,No
Searoad Ferries,95 064 897 025,29/11/2022,The Civic Partnership Pty Ltd,71652574171,No
SeaSwift,16 010 889 040,11/02/2025,The Trustee for Popp Family Trust,48 697 260 710,No
Securest Pty Ltd,31 166 558 676,03/02/2025,Capital Integrity Group Pty Ltd,99 649 180 898,No
Security In depth,,08/07/2018,Media and Public Affairs Australia,49622979177,No
Seeley International,23 054 687 035,13/11/2022,Headline Advisory Pty Ltd,73268549885,No
Seeley International,23 054 687 035,19/11/2024,"Thomas, James Aaron",34556343030,No
Sekisui House Australia Holdings Pty Limited,71 134 688 510,30/06/2022,Iemma Patterson Premier Advisory,53830148273,No
Sell & Parker Pty Ltd,98000101315,13/09/2019,Counsel House Pty Ltd,35631919009,No
Senetas,,10/02/2025,TG Public Affairs Pty Ltd,23630677673,No
Senex Energy PTY LTD,50008942827,08/03/2023,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,Yes
Seniors Dental Care Australia,96 648 425 085,03/02/2023,Hawkshaw Pty Ltd,96648425085,No
Sentient Hubs,,08/05/2019,One Degree Advisory Pty Ltd,53153921058,No
Serco Australia PTY Limited,44 003 677 352,29/11/2022,SEC Newgate Pty Limited,38162366056,No
Serco Australia Pty Ltd,44003677352,13/05/2024,Fitzgibbon Advisory,95654228789,No
Service Stream Limited,46 072 369 870,22/11/2022,SEC Newgate Pty Limited,38162366056,No
Service Stream Limited,46 072 369 870,13/09/2024,Arican Pty Limited,12 633 279 786,No
Service Stream Limited,46 072 369 870,31/10/2023,PYNE AND PARTNERS PTY LTD,81634747363,No
ServiceNow Australia Pty Ltd,88 149 683 312,30/05/2023,Hawker Britton Group Pty Ltd,79109681405,No
ServiceNow Australia Pty Ltd,88 149 683 312,02/10/2024,Barton Deakin Pty Ltd,65140067287,No
Servier Laboratories (Aust.) Pty Ltd,54 004 838 500,02/09/2024,TSB Advisory Pty Ltd,90604408826,No
Serving our People,89187860210,07/08/2023,The Shape Agency,67618969332,No
Settlement Services International,38 031 375 761,12/10/2021,Advisory Street,28613329472,No
Settlement Services International,38 031 375 761,14/02/2024,Bradley Wayne Chilcott,47 244 225 695,No
SETTLEMENT SERVICES INTERNATIONAL LIMITED,38 031 375 761,08/10/2024,Essential Media Communications,48074671462,No
Shadbolt Group Pty Ltd,37 603 737 935,10/07/2024,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
Shanghai Electric,,09/07/2024,"PATON, ALEXANDER WILLIAM",26764474411,No
ShapeCUT Pty Ltd,50 063 855 541,19/06/2020,Advisory Street,28613329472,No
Shenergy Company Limited,,05/02/2024,KIG Energy Management Pty Ltd,58 677 859 111,Yes
Shield AI,73109329017,11/03/2025,Indo Pacific Advisory Pty Ltd,78669769859,No
Shin Etsu Japan,,05/06/2018,Meso Consulting Pty Ltd,77103564254,No
Shire of Dardanup,57 305 829 653,20/07/2023,CGM Communications Pty Ltd,66619642858,No
Shire of Leonora,15 961 454 076,06/02/2024,PUZZLE CONSULTING PTY LTD,31626366452,No
Shop Distributive & Allied Employees Association Nat Branch,,28/09/2016,Essential Media Communications,48074671462,No
Sicona Battery Technologies,50 634 453 124,08/05/2023,South Break Media,22 653 785 365,No
SICPA Australia Pty Ltd,69 103 247 945,10/07/2025,Lunik Pty Ltd,83615178571,No
Siebe Gorman Lifescience,64632744588,05/08/2024,Leonis Advisory,26381028834,No
Siemens Healthineers (ABN 83 604 853 938),83604853938,16/04/2024,H/Advisors APA Pty Ltd,60074901545,No
Silentium Defence Pty Ltd,24 616 397 383,01/11/2024,PYNE AND PARTNERS PTY LTD,81634747363,No
Silica Resources Australia,97 655 231 066,03/06/2024,Mission Consulting Solutions Pty Ltd,55 662 274 286,No
Silicon Billabong Group Pty Ltd,98 646 512 236,19/01/2024,GR CONNECT PTY LTD,40 657 487 146,No
Silver Mines Limited,45 107 452 942,29/07/2024,Principle Advisory Pty Ltd,29657059848,No
Silverchain,77119417018,28/04/2025,Principle Advisory Pty Ltd,29657059848,No
Simmons Global Pty Ltd,77103793559,19/01/2021,Jannette Cotterell,51364113263,No
Simplicity One Pty Ltd,38 640 087 494,19/03/2021,BDAAS Consulting Pty Ltd,62164001969,No
Sims Metal Management Limited,,29/10/2019,TG Public Affairs Pty Ltd,23630677673,No
Sir Michael Hintze AM,,08/09/2015,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,No
Sitzler Pty Ltd,17091273013,13/12/2024,PYNE AND PARTNERS PTY LTD,81634747363,No
SK E&S,55 158 702 071,19/07/2023,GRA Partners Pty Ltd,56131702755,No
SKEDGO PTY LIMITED,38 140 031 456,25/09/2024,Upstream Consulting Pty Ltd,87620657418,No
SkillsTX,55608536456,04/04/2023,Making The World A Better Place Pty Ltd,13075789196,No
Skin Cancer College Australasia,47 155 488 467,19/06/2024,Nexus APAC Pty Ltd,76615655699,No
Skyborne Technologies,55 604 564 141,11/06/2024,Jutsum Advisory Pty Ltd ATF Jutsum Family Trust,68973583422,No
SKYKRAFT PTY LTD,24 621 641 610,28/06/2023,Nova Systems Australia Pty Ltd,39613308008,No
Sleep Health Foundation,,24/05/2017,Jannette Cotterell,51364113263,No
Smarterlite,12629158069,15/05/2024,EH Advisory,62 669 756 763,No
SMARTPAY AUSTRALIA PTY LTD,79120473823,10/07/2025,TSB Advisory Pty Ltd,90604408826,No
SMEC Australia,47 065 475 149,22/03/2023,Primary Communication Partners Pty Limited,36617864347,No
SMEC Australia Pty Ltd,47 065 475 149,22/03/2023,Primary Communication Partners Pty Limited,36617864347,No
SMEE GROUP PTY LTD,63 670 637 199,07/06/2024,Horizon GR Pty Ltd,72 652 169 170,No
Smoke and Fire,85 624 329 960,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,No
SNAP AUS PTY LTD,80 601 333 573,14/10/2024,TSB Advisory Pty Ltd,90604408826,No
SNIIP LTD,86 161 862 068,17/12/2024,Sapphire Executive Business Services,17 661 600 504,No
Snowy Hydro Limited,17 090 574 431,15/06/2021,SEC Newgate Pty Limited,38162366056,No
Soldier On,,01/09/2015,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
SOLUTIONS FOR CLIMATE AUSTRALIA,66 661 626 104,25/03/2025,Essential Media Communications,48074671462,No
Sonic Imaging Pty Ltd,12094953349,14/04/2020,Nexus APAC Pty Ltd,76615655699,No
Sophy Migration Agency Pty Ltd,49 132 008 461,08/04/2025,CPR Communications & Public Relations Pty Ltd,94064357544,No
Source Certain International,64611612849,17/07/2020,Media and Public Affairs Australia,49622979177,No
Source Certain International,64611612849,04/07/2022,Media and Public Affairs Australia,49622979177,No
South West Group,81 152 433 900,16/06/2021,CGM Communications Pty Ltd,66619642858,No
South West Slopes Credit Union Ltd,80 087 650 673,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
South West Victoria Alliance (SWVA),,06/01/2025,The Agenda Group Pty Ltd,92118248892,No
South32,84 093 732 597,29/09/2023,SEC Newgate Pty Limited,38162366056,No
Southern Cross Care (QLD) Ltd,65104033471,04/01/2022,H/Advisors APA Pty Ltd,60074901545,No
Southern Grampians Shire Council,55135536448,20/11/2024,Diplomacy Pty Limited,17148998645,No
Southern Han Parramatta Pty Ltd,73 165 736 256,16/04/2024,DPG Advisory Solutions,14634403115,No
Southern Oil,,02/02/2022,Jannette Cotterell,51364113263,No
Space Machines Company,15 631 026 661,07/02/2024,Sling & Stone Pty Ltd,87145965466,No
SpaceX,,21/02/2025,SAT (STACEY AND TAYLOR) PTY. LIMITED,32 069 926 432,No
Special Olympics Australia,28050738728,25/02/2019,The Trustee for Upper Limit Trust,45833435179,No
Specialised Therapeutics Australia Pty Ltd,73 124 031 241,03/02/2025,TJ Health Comms,64705249956,No
Specialised Therapeutics Australia Pty Ltd,73124031241,11/03/2025,THEMA Consulting Pty Ltd,65121630813,No
SPECIALIST DISABILITY ACCOMMODATION (SDA) ALLIANCE LTD,94629769615,24/01/2025,Seat At The Table Pty Ltd,82666388478,No
Specialisterne Australia,21607985973,13/02/2023,Spring Street Advisory Pty Ltd,92603411650,No
Specsavers,,14/11/2018,Hawker Britton Group Pty Ltd,79109681405,No
Speedcast Australia Pty Ltd,28 159 524 553,10/05/2021,WellComm Solutions,15281181953,No
Sphere (For Good) Holdings Pty Ltd,65 664 179 462,12/07/2024,Sapphire Executive Business Services,17 661 600 504,No
Spinal Muscular Atrophy Australia,44 127 198 761,08/02/2022,OGILVY HEALTH PTY LTD,62 114 807 877,No
SpinalCure Australia,,01/03/2010,Res Publica Pty Ltd,63103178258,No
Spirits and Cocktails Australia,,05/08/2024,Leonis Advisory,26381028834,No
Splunk,51 609 939 817,03/04/2023,TG Public Affairs Pty Ltd,23630677673,No
Sports Entertainment Network P/L,63 129 637 378,06/07/2020,GIMC Consulting,41317956923,No
Sportsbet Pty Ltd,87088326612,17/03/2023,Premier State Consulting Pty Ltd,26149964189,No
Sportsbet Pty Ltd,87088326612,17/03/2023,PremierNational Pty Ltd,71619450841,No
Spotify,,19/04/2023,DPG Advisory Solutions,14634403115,No
Springfield City Group,35055714531,29/10/2024,SANLAAN PTY LTD,21131482230,No
SPRINGFIELD CITY GROUP PTY LIMITED,35055714531,11/03/2025,JP STRATEGIC ADVISORY PTY LTD,58674312077,No
Squadron Energy Services Pty Ltd,13615221559,23/01/2025,TG Public Affairs Pty Ltd,23630677673,Yes
Square Australia Pty Ltd,38 167 106 176,09/04/2024,Brockwell Strategy Pty Ltd,85675736259,No
Squire Patton Boggs,60886957423,23/01/2025,Branksome Advisory,54663300034,No
SRC AUS PTY LTD,27 610 922 579,07/10/2022,PYNE AND PARTNERS PTY LTD,81634747363,No
St Giles Society Ltd,79 067 523 335,04/07/2023,Font Public Relations Pty Ltd,39129451716,No
ST JOHN AMBULANCE AUSTRALIA LTD,83 373 110 633,06/10/2023,JO SCARD PTY LTD,29145634224,No
St John of God Health Care Inc.,21 930 207 958,06/12/2023,Purple Communications Australia Pty Ltd,37108802366,No
St John of God Midland,,04/07/2019,Purple Communications Australia Pty Ltd,37108802366,No
Stable property Group Pty Ltd,,08/07/2024,Dr Cameron Francis Hogan,67595207069,No
STADA PHARMACEUTICALS AUSTRALIA PTY LIMITED,73 154 966 944,03/02/2025,Kirchmann Management Consultants Pty Ltd,34837287161,No
Standard Botanic,65 645 169 188,05/08/2024,Leonis Advisory,26381028834,No
Standards Australia,,14/02/2019,TG Public Affairs Pty Ltd,23630677673,No
StandbyU Foundation,38621031785,31/03/2020,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,No
StandbyU Foundation,38 621 031 785,05/04/2021,BB Win Win Outcomes,91671079056,No
STANDBYU FOUNDATION LTD,38621031785,05/05/2024,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,No
Starboard Maritime Intelligence Limited,,03/07/2023,Stirling Advisory Pty Ltd,65657724199,No
STÄRKE-AMG Group Pty Ltd,15 663 497 676,27/02/2023,PYNE AND PARTNERS PTY LTD,81634747363,No
Steel Club of Victoria,39883634822,01/07/2025,Gregory Robert Male,,No
STEPS GROUP AUSTRALIA LTD,,12/07/2024,Advanced Outcomes,59719341477,No
Steritech,30451935502,04/07/2023,Paramul Pty Ltd,37140000602,No
Stoma Industry Association Incorporated,83 373 430 496,13/12/2023,The Civic Partnership Pty Ltd,71652574171,No
Stone & Chalk,29 603 489 229,07/02/2024,Sling & Stone Pty Ltd,87145965466,No
Strider Technologies,,26/08/2024,"Maddison, Paul Andrew",19114390556,No
Strike Energy,59 078 012 745,28/07/2021,CGM Communications Pty Ltd,66619642858,Yes
Strike Energy Limited,59 078 012 745,30/06/2025,Corporate Affairs Australia Pty Ltd,87 629 216 262,Yes
Stripe Payments Australia Pty Ltd,66160180343,11/11/2019,Eloquium Group Pty Ltd,45631309923,No
Stryker,,09/09/2011,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
Stryker Australia Pty Ltd,48 002 873 850,08/11/2023,Salus Advisory Pty Ltd,77282880834,No
Strzelecki Holding Pty Ltd,30077928477,03/02/2023,Megan Anwyl,13159060561,No
STX GROUP PTY. LTD.,47 636 204 325,13/02/2025,FTI Consulting (Australia) Pty Ltd,49160397811,No
Sudbury Community House,21 831 946 718,15/07/2024,Perth Media Pty Ltd,33627879627,No
Suicide Prevention Australia,64 4613 526 76,20/09/2023,Provocate Pty Ltd,42 622 384 525,No
Sumitomo Corporation,,07/08/2023,TG Public Affairs Pty Ltd,23630677673,No
Summerland Financial Services Limited,23 087 650 806,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
Summit Hydro Pty Ltd,26 630 593 814,20/08/2024,TG Public Affairs Pty Ltd,23630677673,No
SUN CABLE SERVICES AUSTRALIA PTY LTD,98 659 859 524,03/06/2025,Brookline Advisory Pty Ltd,89669353477,No
Sunnyfield,72 000 415 127,19/06/2025,BenschCo Pty Ltd,65093399618,No
Sunrise Foundation Limited,37646526132,23/05/2025,Jones Strategic Advisory,67645239829,No
Sunrise Journal,,30/01/2024,Yogya Santai Pty Ltd,14086099621,No
Sunshine Coast Broadcasters,29 009 719 528,19/01/2017,GIMC Consulting,41317956923,No
SUNTORY BEVERAGE & FOOD AUSTRALIA PTY LTD,73 060 091 536,13/12/2024,GRACosway Pty Ltd,50082123822,No
SUPERCHOICE SERVICES PTY LIMITED,78 109 509 739,29/05/2025,GRACosway Pty Ltd,50082123822,No
Susan McKinnon Foundation,28739100711,20/01/2023,DPG Advisory Solutions,14634403115,No
Susan McKinnon Research Centre Ltd,40656129127,21/06/2024,Counsel House Pty Ltd,35631919009,No
Susan McKinnon Research Centre Ltd,40 656 129 127,31/03/2023,Counsel House Pty Ltd,35631919009,No
Sustainable Solutions,85 624 329 960,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,No
Sustainable Table (Regenerative Agriculture Advocacy Project),44137129787,12/02/2025,Premier State Consulting Pty Ltd,26149964189,No
Sustainable Table (Regenerative Agriculture Advocacy Project),44137129787,13/02/2025,PremierNational Pty Ltd,71619450841,No
Swedish Orphan Biovitrum Pty Ltd,14 645 396 532,03/02/2025,Kirchmann Management Consultants Pty Ltd,34837287161,No
Swinburne University of Technology,13 628 586 699,15/05/2025,GRACosway Pty Ltd,50082123822,No
SYDDECK NO.3 PTY. LIMITED,53003834900,09/07/2024,"PATON, ALEXANDER WILLIAM",26764474411,No
SYDNEY AIRPORT CORPORATION LIMITED,62 082 578 809,27/01/2023,EJF Advisory Pty Ltd,91 659 678 047,No
Sydney Catholic Schools  Ltd,66619137343,10/07/2025,Primary Communication Partners Pty Limited,36617864347,No
Sydney Desalination Plant,50 125 935 177,30/06/2022,Primary Communication Partners Pty Limited,36617864347,No
Sydney In Home Care Services,,15/11/2018,Fowlstone Communications Pty Ltd,74085739046,No
Sydney Marine Sand,,16/10/2012,Richardson Coutts Pty Ltd,82378912405,No
Sydney Park Estate,,09/02/2016,CRAKYL Pty Ltd,40105759279,No
Sydney Partners Health Education Research Enterprise,,02/01/2020,Jannette Cotterell,51364113263,No
Sydney Swans Ltd,,05/07/2013,SEC Newgate Pty Limited,38162366056,No
Sydney Symphony Limited,50 121 561 528,23/06/2025,EJF Advisory Pty Ltd,91 659 678 047,No
SydWest Multicultural Services,,22/11/2022,Advisory Street,28613329472,No
Symal Infrastructure Pty Ltd,,07/10/2021,TG Public Affairs Pty Ltd,23630677673,No
Symbion Pty Ltd,25000875034,01/07/2025,Corporate Affairs Advisory,99264276296,No
Syngenta Australia Pty Ltd,33002933717,30/06/2025,Premier State Consulting Pty Ltd,26149964189,No
Synspective,,21/05/2025,Stirling Advisory Pty Ltd,65657724199,No
SYPAQ SYSTEMS PTY LTD,90058352122,09/07/2021,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
T W U NOMINEES PTY LTD,67002835412,20/02/2017,PRX Unit Trust,71595434578,No
TAFE Directors Australia,,01/03/2010,The Trustee for the Bowden Family Trust,31267269201,No
TagEnergy Australia,48655814958,02/05/2025,TG Public Affairs Pty Ltd,23630677673,Yes
Taipei Economic and Cultural Office Limited (Australia),,22/01/2025,Brockwell Strategy Pty Ltd,85675736259,No
TAL Services Limited,,06/07/2016,Hawker Britton Group Pty Ltd,79109681405,No
TAL Services Limited,,16/06/2016,Barton Deakin Pty Ltd,65140067287,No
Talison Lithium,15 140 122 078,01/02/2024,CGM Communications Pty Ltd,66619642858,No
Tamboran Resources Limited,28 135 299 062,31/05/2024,Bondi Partners Advocacy Pty Ltd,68 661 609 329,No
Tamboran Resources Limited,28135299062,08/11/2023,Brookline Advisory Pty Ltd,89669353477,No
Tamborine Mountain Arts Precinct (TMAP),82 674 780 824,12/07/2024,Provocate Pty Ltd,42 622 384 525,No
Taryn Brumfitt - Body Image Movement - Pro bono,,01/03/2023,Principle Advisory Pty Ltd,29657059848,No
TasRex Pty Ltd,88 638 124 204,16/02/2024,PR4PR Pty Ltd,89634536351,No
Tattarang Pty Ltd,69 055 961 361,17/07/2025,PYNE AND PARTNERS PTY LTD,81634747363,No
Tax Management New Zealand,,25/10/2019,Cornerstone Group Australia Pty Ltd,99153936719,No
Tax Traders Ltd,,25/10/2019,Cornerstone Group Australia Pty Ltd,99153936719,No
Teach for Australia,27 133 833 762,03/07/2025,Hawker Britton Group Pty Ltd,79109681405,No
Team Global Express Pty Ltd,15084157666,19/01/2024,TSB Advisory Pty Ltd,90604408826,No
TeamKids,18155258227,13/03/2020,GRACosway Pty Ltd,50082123822,No
Tech Policy Design Centre,52 234 063 906,13/11/2023,Akin Agency,26 624 988 263,No
TECHFORCE PERSONNEL PTY LIMITED,38129012611,03/02/2025,The Trustee for Neagle Family Trust,55305718177,No
Technique Solar,,08/07/2018,Media and Public Affairs Australia,49622979177,No
TECHNOLOGY COUNCIL OF AUSTRALIA LIMITED,19 645 471 058,13/11/2023,Akin Agency,26 624 988 263,No
Technology One,84 010 487 180,10/06/2025,Anacta Strategies Pty Ltd,64633978677,No
Techvisa Pty Ltd,49 608 872 153,10/06/2025,Nicholas Harry Chilton,33913200853,No
Ted Noffs Foundation,49 018 049 971,23/05/2024,Banksia Strategic Partners Pty Ltd,50660359866,No
Ted Noffs Foundation Inc,49018049971,24/05/2024,Walter William Secord,48219768150,No
Teledyne CARIS Inc.,,22/01/2018,Seismic Asia Pacific Pty Ltd,31083755104,No
Tellus Holdings,97 138 119 829,02/06/2022,EJF Advisory Pty Ltd,91 659 678 047,No
Telos Corporation,,06/07/2023,Simplicity One Pty Ltd,38 640 087 494,No
Telos Corporation,,27/01/2023,BDAAS Consulting Pty Ltd,62164001969,No
Telstra,33051775556,16/03/2018,Nexus APAC Pty Ltd,76615655699,No
Telstra,33 051 775 556,04/11/2022,Principle Advisory Pty Ltd,29657059848,No
Telstra Corporation Ltd,,05/05/2017,Scott Mitchell and Partners Pty Ltd,80617178453,No
Telstra Corporation Ltd,33051775556,14/02/2018,Premier State Consulting Pty Ltd,26149964189,No
Telstra Corporation Ltd,33051775556,14/02/2018,PremierNational Pty Ltd,71619450841,No
Telstra Limited,64086174781,03/03/2023,Premier State Consulting Pty Ltd,26149964189,No
Telstra Limited,64086174781,03/03/2023,PremierNational Pty Ltd,71619450841,No
Tempest Technology,,31/01/2025,Leonis Advisory,26381028834,No
Tennent Group Pty Ltd,17 667 233 767,19/12/2023,SP Maher and SL Maher,29560969499,No
Tennent Group Pty Ltd,17 667 233 767,09/01/2024,GovTech Australia Pty Ltd,51673743890,No
Terram Astra Pty Ltd,86 629 579 602,14/07/2025,The Straya Group Australia Pty Ltd,62 671 948 164,No
Terramin Australia Ltd,67 062 576 238,11/10/2024,PYNE AND PARTNERS PTY LTD,81634747363,No
Tetra Pak Marketing Pty Ltd,25 050 612 274,29/09/2021,FTI Consulting (Australia) Pty Ltd,49160397811,No
Tetra Resources,18 633 892 109,09/12/2022,Richardson Coutts Pty Ltd,82378912405,No
Tetris Capital Pty Ltd,22615559834,18/06/2024,Hawker Britton Group Pty Ltd,79109681405,No
Tetris Capital Pty Ltd,22 615 559 834,08/10/2024,Barton Deakin Pty Ltd,65140067287,No
Teva Pharma Australia,41 169 715 664,15/05/2024,Nexus APAC Pty Ltd,76615655699,No
TEVA Pharma Australia Pty Ltd ABN 169 715 664,,03/12/2014,Kirchmann Management Consultants Pty Ltd,34837287161,No
The Alannah & Madeline Foundation,96514115810,21/10/2024,Bendle and Associates Pty Ltd,50090829351,No
The Alannah and Madeline Foundation (pro bono),96 514 115 810,27/06/2022,Principle Advisory Pty Ltd,29657059848,No
The Anglican Schools Corporation,63 544 529 806,10/07/2024,GRACosway Pty Ltd,50082123822,No
The APP Group,72 600 241 209,04/02/2025,Arican Pty Limited,12 633 279 786,No
The Australia and New Zealand Banking Group Limited,11005357522,07/06/2017,The Trustee for Bespoke Business Trust,86231566780,No
The Australia Institute,90061969284,20/01/2023,DPG Advisory Solutions,14634403115,No
The Australian Kidney Foundation,37 008 464 426,08/11/2021,OGILVY HEALTH PTY LTD,62 114 807 877,No
THE AUSTRALIAN KIDNEY FOUNDATION,37 008 464 426,26/06/2025,JO SCARD PTY LTD,29145634224,No
The Australian Thyroid Foundation Ltd,28 080 557 642,22/01/2024,AUDIENCED Pty Ltd,23158354011,No
The Bell Shakespeare Company Ltd,87 050 055 251,20/12/2024,Delta Advisory Pty Limited,70 667 068 760,No
The Big Issue,,12/08/2024,Antinomies Trust,35441514971,No
The Big Issue in Australia Ltd,,13/07/2021,Hawker Britton Group Pty Ltd,79109681405,No
The Brand Foundry Pty Ltd,54 653 043 068,15/07/2024,Perth Media Pty Ltd,33627879627,No
The Broken Hill Community Credit Union Limited,12 087 650 762,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
The Bryan Education Foundation Ltd,52645632391,08/07/2025,Bradley Wayne Chilcott,47 244 225 695,No
The Capricornian Ltd,66 087 650 173,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
The Catholic Church in Australia,,06/02/2024,The Influence Corporation Pty. Ltd.,79 671 703 156,No
The Centre for New Energy Technologies (C4NET),56 626 202 480,06/06/2024,Banksia Strategic Partners Pty Ltd,50660359866,Yes
THE CENTRE FOR VOLUNTEERING,28002416024,10/06/2020,SECOND SUN MEDIA PTY LTD,25 633 329 174,No
The Chamber of Minerals & Energy of Western Australian Inc,82 738 249 529,15/05/2025,GRA Partners Pty Ltd,56131702755,Yes
The Crane Industry Council of Australia,73 002 565 773,04/02/2025,DPG Advisory Solutions,14634403115,No
The Dax Centre,76 147 566 792,25/11/2020,Primary Communication Partners Pty Limited,36617864347,No
The Duke of Edinburgh’s International Award – Australia,,06/03/2024,SAS Consulting Group Pty Ltd,33136520548,No
The DV Collective Limited,83664392189,10/07/2024,"McDonald, Stephen Brian",44 912 187 867,No
The Embassy of the United Arab Emirates,,17/12/2024,GRA Partners Pty Ltd,56131702755,No
The Energy Laboratory Limited,51 611 565 390,26/03/2025,Politiv Pty Ltd,51 684 598 338,Yes
THE ENVIRONMENT CENTRE NT INC,12 094 525 400,08/11/2024,Upstream Consulting Pty Ltd,87620657418,No
The Ethics Centre,83 637 740 533,17/06/2025,"LOVETT, GRANT RONALD",12356404750,No
The Fertility Society of Australia and New Zealand,27 006 214 115,25/09/2024,London Agency Pty Ltd,73145352147,No
THE FLINDERS RANGES COUNCIL,43952255151,03/02/2025,The Trustee for Neagle Family Trust,55305718177,No
The Frontier Touring Company Pty Ltd,65 837 740 187,25/07/2022,PR4PR Pty Ltd,89634536351,No
The Goodes O'Loughlin Foundation Limited,59 139 676 010,11/09/2023,JO SCARD PTY LTD,29145634224,No
The GSM Association,,08/12/2020,Wireless Frequency Studio.net,69691549218,No
THE HANDS OF RESCUE FOUNDATION LIMITED,24 609 513 555,17/11/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
The Honourable Dr Ted Egan AO NK,,11/07/2022,Yogya Santai Pty Ltd,14086099621,No
